Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","Walterboro","SC","29488","COLLETON","1.00016","0 out of 10","0 out of 9","0 out of 10"
"450653","SCENIC MOUNTAIN MEDICAL CENTER","1601 W 11TH PLACE","Big Spring","TX","79720","HOWARD","0.98358","1 out of 10","0 out of 9","1 out of 10"
"390184","HIGHLANDS HOSPITAL","401 EAST MURPHY AVENUE","Connellsville","PA","15425","FAYETTE","1.03763","0 out of 10","1 out of 9","1 out of 10"
"190263","HEART HOSPITAL OF LAFAYETTE","1105 KALISTE SALOOM ROAD","Lafayette","LA","70508","LAFAYETTE","1.01445","0 out of 10","0 out of 9","0 out of 10"
"390222","RIDDLE MEMORIAL HOSPITAL","1068 WEST BALTIMORE PIKE","Media","PA","19063","DELAWARE","0.97356","1 out of 10","1 out of 9","1 out of 10"
"050641","EAST LOS ANGELES DOCTORS HOSPITAL","4060 WHITTIER BLVD","Los Angeles","CA","90023","LOS ANGELES","1.03000","0 out of 10","0 out of 9","0 out of 10"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","Dothan","AL","36302","HOUSTON","1.01096","0 out of 10","0 out of 9","0 out of 10"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","Sleepy Hollow","NY","10591","WESTCHESTER","1.00554","0 out of 10","0 out of 9","0 out of 10"
"150003","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL","1501 HARTFORD ST","Lafayette","IN","47904","TIPPECANOE","1.07909","0 out of 10","0 out of 9","0 out of 10"
"220011","CAMBRIDGE HEALTH ALLIANCE","1493 CAMBRIDGE STREET","Cambridge","MA","02139","MIDDLESEX","1.02003","0 out of 10","2 out of 9","2 out of 10"
"360156","MEMORIAL HOSPITAL","715 SOUTH TAFT AVENUE","Fremont","OH","43420","SANDUSKY","1.00641","0 out of 10","0 out of 9","0 out of 10"
"330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","Oneida","NY","13421","MADISON","0.91213","5 out of 10","2 out of 9","5 out of 10"
"310081","INSPIRA MEDICAL CENTER WOODBURY","509 N BROAD ST","Woodbury","NJ","08096","GLOUCESTER","1.01736","0 out of 10","0 out of 9","0 out of 10"
"260094","COX MEDICAL CENTER BRANSON","525 BRANSON LANDING BLVD, PO BOX 650","Branson","MO","65615","TANEY","0.92556","4 out of 10","3 out of 9","4 out of 10"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7","Little Rock","AR","72205","PULASKI","0.97955","1 out of 10","0 out of 9","1 out of 10"
"110005","NORTHSIDE HOSPITAL FORSYTH","1200 NORTHSIDE FORSYTH DRIVE","Cumming","GA","30041","FORSYTH","1.02461","0 out of 10","0 out of 9","0 out of 10"
"030123","SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL","7400 EAST THOMPSON PEAK PARKWAY","Scottsdale","AZ","85255","MARICOPA","0.99635","0 out of 10","0 out of 9","0 out of 10"
"100007","FLORIDA HOSPITAL","601 E ROLLINS ST","Orlando","FL","32803","ORANGE","1.03960","0 out of 10","0 out of 9","0 out of 10"
"370002","WOODWARD REGIONAL HOSPITAL","900 17TH STREET","Woodward","OK","73801","WOODWARD","0.91815","4 out of 10","1 out of 9","4 out of 10"
"360052","GOOD SAMARITAN HOSPITAL","2222 PHILADELPHIA DRIVE","Dayton","OH","45406","MONTGOMERY","1.05112","0 out of 10","0 out of 9","0 out of 10"
"440057","CLAIBORNE COUNTY HOSPITAL","1850 OLD KNOXVILLE HIGHWAY","Tazewell","TN","37879","CLAIBORNE","0.91123","5 out of 10","2 out of 9","5 out of 10"
"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","Pawtucket","RI","02860","PROVIDENCE","1.02609","0 out of 10","1 out of 9","1 out of 10"
"380050","SKY LAKES MEDICAL CENTER","2865 DAGGETT AVENUE","Klamath Falls","OR","97601","KLAMATH","0.84389","9 out of 10","3 out of 9","9 out of 10"
"450211","MEMORIAL MEDICAL CENTER OF EAST TEXAS","1201 WEST FRANK STREET","Lufkin","TX","75901","ANGELINA","1.06877","0 out of 10","0 out of 9","0 out of 10"
"060114","PARKER ADVENTIST HOSPITAL","9395 CROWN CREST BLVD","Parker","CO","80138","DOUGLAS","1.01842","0 out of 10","0 out of 9","0 out of 10"
"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","6201 N SUNCOAST BLVD","Crystal River","FL","34428","CITRUS","1.07919","0 out of 10","0 out of 9","0 out of 10"
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","El Centro","CA","92243","IMPERIAL","0.93878","3 out of 10","0 out of 9","3 out of 10"
"440050","TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","Greeneville","TN","37743","GREENE","0.99094","0 out of 10","0 out of 9","0 out of 10"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","Hialeah","FL","33016","DADE","1.10572","0 out of 10","1 out of 9","1 out of 10"
"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","Jackson","CA","95642","AMADOR","0.89035","6 out of 10","0 out of 9","6 out of 10"
"360159","ADENA REGIONAL MEDICAL CENTER","272 HOSPITAL ROAD","Chillicothe","OH","45601","ROSS","0.98271","1 out of 10","1 out of 9","1 out of 10"
"450193","ST LUKES EPISCOPAL HOSPITAL","6720 BERTNER","Houston","TX","77030","HARRIS","1.01982","0 out of 10","0 out of 9","0 out of 10"
"450188","ETMC CLARKSVILLE","3000 W MAIN ST","Clarksville","TX","75426","RED RIVER","1.15544","0 out of 10","0 out of 9","0 out of 10"
"390026","CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVE","Philadelphia","PA","19118","PHILADELPHIA","1.03625","0 out of 10","0 out of 9","0 out of 10"
"360359","UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","3999 RICHMOND ROAD","Beachwood","OH","44122","CUYAHOGA","0.98901","0 out of 10","0 out of 9","0 out of 10"
"390032","ALLE KISKI MEDICAL CENTER","1301 CARLISLE ST","Natrona","PA","15065","ALLEGHENY","1.13258","0 out of 10","0 out of 9","0 out of 10"
"450686","UNIVERSITY MEDICAL CENTER","602 INDIANA AVENUE","Lubbock","TX","79416","LUBBOCK","1.03513","0 out of 10","0 out of 9","0 out of 10"
"180048","EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","217 SOUTH THIRD STREET","Danville","KY","40422","BOYLE","0.94710","3 out of 10","1 out of 9","3 out of 10"
"450604","HILL COUNTRY MEMORIAL HOSPITAL INC","1020 SOUTH STATE HIGHWAY 16","Fredericksburg","TX","78624","GILLESPIE","0.96837","1 out of 10","1 out of 9","1 out of 10"
"450372","BAYLOR MEDICAL CENTER AT WAXAHACHIE","1405 W JEFFERSON ST","Waxahachie","TX","75165","ELLIS","1.04469","0 out of 10","0 out of 9","0 out of 10"
"450674","WOMANS HOSPITAL OF TEXAS,THE","7600 FANNIN","Houston","TX","77054","HARRIS","0.99200","0 out of 10","2 out of 9","2 out of 10"
"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","Brooklyn","NY","11203","KINGS","1.07834","0 out of 10","0 out of 9","0 out of 10"
"050704","MISSION COMMUNITY HOSPITAL","14850 ROSCOE BLVD","Panorama City","CA","91402","LOS ANGELES","1.13333","0 out of 10","0 out of 9","0 out of 10"
"230108","PORTAGE HEALTH","500 CAMPUS DRIVE","Hancock","MI","49930","HOUGHTON","0.92232","4 out of 10","0 out of 9","4 out of 10"
"090004","MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","3800 RESERVOIR RD","Washington","DC","20007","DISTRICT OF COLUMBIA","0.99915","0 out of 10","1 out of 9","1 out of 10"
"140145","ST JOSEPHS HOSPITAL","9515 HOLY CROSS LN","Breese","IL","62230","CLINTON","0.92211","4 out of 10","3 out of 9","4 out of 10"
"030092","JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","Phoenix","AZ","850274002","MARICOPA","0.97600","1 out of 10","0 out of 9","1 out of 10"
"050588","SAN DIMAS COMMUNITY HOSPITAL","1350 W COVINA BLVD","San Dimas","CA","91773","LOS ANGELES","1.19715","0 out of 10","0 out of 9","0 out of 10"
"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","Galesburg","IL","61401","KNOX","0.96136","2 out of 10","2 out of 9","2 out of 10"
"150175","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","Newburgh","IN","47630","WARRICK","1.02231","0 out of 10","0 out of 9","0 out of 10"
"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","Panorama City","CA","91402","LOS ANGELES","0.86570","7 out of 10","0 out of 9","7 out of 10"
"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVE.","Mcminnville","OR","97128","YAMHILL","0.85060","8 out of 10","3 out of 9","8 out of 10"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","Cary","NC","27518","WAKE","0.93993","3 out of 10","2 out of 9","3 out of 10"
"360029","WOOD COUNTY HOSPITAL","950 WEST WOOSTER STREET","Bowling Green","OH","43402","WOOD","0.97631","1 out of 10","0 out of 9","1 out of 10"
"670082","BAYLOR MEDICAL CENTER AT MCKINNEY","5252 WEST UNIVERSITY DRIVE","Mc Kinney","TX","75071","COLLIN","1.08425","0 out of 10","Not Available","0 out of 10"
"440104","ERLANGER MEDICAL CENTER","975 E 3RD ST","Chattanooga","TN","37403","HAMILTON","1.02383","0 out of 10","1 out of 9","1 out of 10"
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","Union City","TN","38261","OBION","1.05313","0 out of 10","2 out of 9","2 out of 10"
"450460","TYLER COUNTY HOSPITAL","1100 WEST BLUFF","Woodville","TX","75979","TYLER","1.01358","0 out of 10","0 out of 9","0 out of 10"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","Moulton","AL","35650","LAWRENCE","0.90673","5 out of 10","0 out of 9","5 out of 10"
"390093","CLARION HOSPITAL","271 PERKINS ROAD","Clarion","PA","16214","CLARION","0.99656","0 out of 10","1 out of 9","1 out of 10"
"180095","CRITTENDEN HEALTH SYSTEM","520 WEST GUM STREET","Marion","KY","42064","CRITTENDEN","0.91408","5 out of 10","1 out of 9","5 out of 10"
"180024","SPRING VIEW HOSPITAL","320 LORETTO ROAD","Lebanon","KY","40033","MARION","0.90615","5 out of 10","6 out of 9","6 out of 10"
"100313","SACRED HEART HOSPITAL ON THE GULF","3801 E HWY 98","Port Saint Joe","FL","32456","GULF","0.97242","1 out of 10","3 out of 9","3 out of 10"
"030024","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","Phoenix","AZ","850134496","MARICOPA","0.99482","0 out of 10","0 out of 9","0 out of 10"
"450132","MEDICAL CENTER HOSPITAL","500 W 4TH STREET","Odessa","TX","797607239","ECTOR","1.02114","0 out of 10","1 out of 9","1 out of 10"
"380001","MID-COLUMBIA MEDICAL CENTER","1700 E 19TH STREET","The Dalles","OR","97058","WASCO","0.88879","6 out of 10","5 out of 9","6 out of 10"
"490090","SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET","Farmville","VA","23901","PRINCE EDWARD","0.93032","4 out of 10","3 out of 9","4 out of 10"
"440056","TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","Jefferson City","TN","37760","JEFFERSON","1.07679","0 out of 10","0 out of 9","0 out of 10"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","Athens","GA","30606","CLARKE","1.00197","0 out of 10","0 out of 9","0 out of 10"
"330263","CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET","Carthage","NY","13619","JEFFERSON","0.82059","10 out of 10","9 out of 9","10 out of 10"
"100002","BETHESDA  HOSPITAL EAST","2815 S SEACREST BLVD","Boynton Beach","FL","33435","PALM BEACH","1.12401","0 out of 10","0 out of 9","0 out of 10"
"250124","MAGEE GENERAL HOSPITAL","300 3RD AVE SE","Magee","MS","39111","SIMPSON","1.07668","0 out of 10","0 out of 9","0 out of 10"
"010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","Ashland","AL","36251","CLAY","0.93967","3 out of 10","4 out of 9","4 out of 10"
"050329","CORONA REGIONAL MEDICAL CENTER","800 SOUTH MAIN STREET","Corona","CA","92882","RIVERSIDE","1.05776","0 out of 10","0 out of 9","0 out of 10"
"150166","PINNACLE HOSPITAL","9301 CONNECTICUT DR","Crown Point","IN","46307","LAKE","1.13382","0 out of 10","0 out of 9","0 out of 10"
"050298","BARSTOW COMMUNITY HOSPITAL","820 E MOUNTAIN VIEW STREET","Barstow","CA","92311","SAN BERNARDINO","0.87316","7 out of 10","4 out of 9","7 out of 10"
"100032","BAYFRONT HEALTH - ST PETERSBURG","701 6TH ST S","Saint Petersburg","FL","33701","PINELLAS","1.11319","0 out of 10","1 out of 9","1 out of 10"
"390228","ST CLAIR MEMORIAL HOSPITAL","1000 BOWER HILL ROAD","Pittsburgh","PA","15243","ALLEGHENY","1.05384","0 out of 10","0 out of 9","0 out of 10"
"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","Kerrville","TX","78028","KERR","1.04881","0 out of 10","0 out of 9","0 out of 10"
"050485","LONG BEACH MEMORIAL MEDICAL CENTER","2801 ATLANTIC AVE","Long Beach","CA","90806","LOS ANGELES","1.02492","0 out of 10","1 out of 9","1 out of 10"
"290053","ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS","8280 W WARM SPRINGS ROAD","Las Vegas","NV","89113","CLARK","1.15781","0 out of 10","0 out of 9","0 out of 10"
"330132","TLC HEALTH NETWORK","100 MEMORIAL DRIVE","Gowanda","NY","14070","CATTARAUGUS","0.90858","5 out of 10","5 out of 9","5 out of 10"
"460052","TIMPANOGOS REGIONAL HOSPITAL","750 WEST 800 NORTH","Orem","UT","84057","UTAH","1.06754","0 out of 10","0 out of 9","0 out of 10"
"380040","ST CHARLES MEDICAL CENTER - REDMOND","1253 N CANAL BLVD","Bend","OR","97701","DESCHUTES","0.86150","8 out of 10","1 out of 9","8 out of 10"
"530032","EVANSTON REGIONAL HOSPITAL","190 ARROWHEAD DR","Evanston","WY","82930","UINTA","0.92873","4 out of 10","0 out of 9","4 out of 10"
"100191","MEDICAL CENTER OF TRINITY","9332 SR 54, STE 401","Trinity","FL","34655","PASCO","1.08368","0 out of 10","0 out of 9","0 out of 10"
"390030","SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET","420 SOUTH JACKSON STREET","Pottsville","PA","17901","SCHUYLKILL","1.00616","0 out of 10","1 out of 9","1 out of 10"
"190086","NORTHERN LOUISIANA MEDICAL CENTER","401 EAST VAUGHN AVENUE","Ruston","LA","71270","LINCOLN","1.15474","0 out of 10","0 out of 9","0 out of 10"
"140275","GENESIS HEALTH SYSTEM","801 ILLINI DRIVE","Silvis","IL","61282","ROCK ISLAND","0.92678","4 out of 10","3 out of 9","4 out of 10"
"390256","MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE","Hershey","PA","17033","DAUPHIN","0.99856","0 out of 10","0 out of 9","0 out of 10"
"300034","CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","Manchester","NH","03102","HILLSBOROUGH","1.03341","0 out of 10","0 out of 9","0 out of 10"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","201 E GROVER ST","Shelby","NC","28150","CLEVELAND","0.94284","3 out of 10","0 out of 9","3 out of 10"
"050378","PACIFICA HOSPITAL OF THE VALLEY","9449 SAN FERNANDO RD","Sun Valley","CA","91352","LOS ANGELES","1.09177","0 out of 10","3 out of 9","3 out of 10"
"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","Chicago","IL","60617","COOK","1.11593","0 out of 10","0 out of 9","0 out of 10"
"350002","ST ALEXIUS MEDICAL CENTER","900 E BROADWAY","Bismarck","ND","58501","BURLEIGH","0.90552","5 out of 10","0 out of 9","5 out of 10"
"430097","SANFORD ABERDEEN MEDICAL CENTER","2905 3RD AVE SE","Aberdeen","SD","57401","BROWN","0.98829","0 out of 10","Not Available","0 out of 10"
"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","Butler","PA","16001","BUTLER","1.02176","0 out of 10","0 out of 9","0 out of 10"
"050575","TRI-CITY REGIONAL MEDICAL CENTER","21530 S PIONEER BLVD","Hawaiian Gardens","CA","90716","LOS ANGELES","1.27872","0 out of 10","1 out of 9","1 out of 10"
"670025","THE HEART HOSPITAL BAYLOR PLANO","1100 ALLIED DRIVE","Plano","TX","75093","COLLIN","1.06281","0 out of 10","0 out of 9","0 out of 10"
"030132","FLORENCE HOSPITAL AT ANTHEM, LLC","4545 NORTH HUNT HIGHWAY","Florence","AZ","85132","PINAL","0.95205","2 out of 10","Not Available","2 out of 10"
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","Fort Wayne","IN","46845","ALLEN","0.96564","2 out of 10","0 out of 9","2 out of 10"
"450610","MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","921 GESSNER","Houston","TX","77024","HARRIS","1.05282","0 out of 10","2 out of 9","2 out of 10"
"060012","CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","1008 MINNEQUA AVE","Pueblo","CO","81004","PUEBLO","1.01634","0 out of 10","0 out of 9","0 out of 10"
"110229","PIEDMONT NEWNAN HOSPITAL, INC","745 POPLAR ROAD","Newnan","GA","30263","COWETA","0.91184","5 out of 10","0 out of 9","5 out of 10"
"140089","MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET","Macomb","IL","61455","MCDONOUGH","0.98701","0 out of 10","0 out of 9","0 out of 10"
"260183","SAINT FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","Cape Girardeau","MO","63703-5049","CAPE GIRARDEAU","0.99109","0 out of 10","1 out of 9","1 out of 10"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","Riverside","CA","92501","RIVERSIDE","1.05054","0 out of 10","0 out of 9","0 out of 10"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","2669 KINARD ST PO BOX 497","Newberry","SC","29108","NEWBERRY","0.97548","1 out of 10","0 out of 9","1 out of 10"
"520160","APPLETON MEDICAL CTR","1818 N MEADE ST","Appleton","WI","54911","OUTAGAMIE","0.93040","4 out of 10","1 out of 9","4 out of 10"
"490017","BON SECOURS MARYVIEW MEDICAL CENTER","3636 HIGH STREET","Portsmouth","VA","23707","PORTSMOUTH CITY","0.94311","3 out of 10","2 out of 9","3 out of 10"
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","Mobile","AL","36607","MOBILE","0.99659","0 out of 10","0 out of 9","0 out of 10"
"040011","CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET","Danville","AR","72833","YELL","0.78108","10 out of 10","0 out of 9","10 out of 10"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","Prattville","AL","36067","AUTAUGA","0.98400","1 out of 10","2 out of 9","2 out of 10"
"520083","ST MARYS HOSPITAL","700 SOUTH PARK ST","Madison","WI","53715","DANE","0.95461","2 out of 10","0 out of 9","2 out of 10"
"260050","ST FRANCIS HOSPITAL & HEALTH SERVICES","2016 SOUTH MAIN ST","Maryville","MO","64468-2655","NODAWAY","0.87291","7 out of 10","7 out of 9","7 out of 10"
"430027","SANFORD USD MEDICAL CENTER","1305 W 18TH ST  POST OFFICE BOX 5039","Sioux Falls","SD","571175039","MINNEHAHA","0.96877","1 out of 10","1 out of 9","1 out of 10"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","Anniston","AL","36207","CALHOUN","0.98419","1 out of 10","0 out of 9","1 out of 10"
"100238","NORTHSIDE HOSPITAL","6000 49TH ST N","Saint Petersburg","FL","33709","PINELLAS","1.04703","0 out of 10","1 out of 9","1 out of 10"
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","Springfield","MA","01199","HAMPDEN","1.03990","0 out of 10","0 out of 9","0 out of 10"
"520194","ORTHOPAEDIC HOSPITAL OF WI","475 W RIVER WOODS PKWY","Glendale","WI","53212","MILWAUKEE","0.88487","6 out of 10","0 out of 9","6 out of 10"
"490115","TWIN COUNTY REGIONAL HOSPITAL","200 HOSPITAL DRIVE","Galax","VA","24333","GALAX CITY","0.99290","0 out of 10","0 out of 9","0 out of 10"
"370094","MIDWEST REGIONAL MEDICAL CENTER","2825 PARKLAWN DRIVE","Midwest City","OK","73110","OKLAHOMA","0.99816","0 out of 10","0 out of 9","0 out of 10"
"370211","INTEGRIS CANADIAN VALLEY  HOSPITAL","1201 HEALTH CENTER PARKWAY","Yukon","OK","73099","CANADIAN","1.00092","0 out of 10","0 out of 9","0 out of 10"
"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","Chicago","IL","60612","COOK","0.96809","1 out of 10","0 out of 9","1 out of 10"
"390104","KANE COMMUNITY HOSPITAL","4372 ROUTE 6","Kane","PA","16735","MCKEAN","0.89937","5 out of 10","5 out of 9","5 out of 10"
"240088","RICE MEMORIAL HOSPITAL","301 BECKER AVE SW","Willmar","MN","56201","KANDIYOHI","0.94978","3 out of 10","0 out of 9","3 out of 10"
"310014","COOPER UNIVERSITY HOSPITAL","1 COOPER PLAZA","Camden","NJ","08103","CAMDEN","1.05215","0 out of 10","0 out of 9","0 out of 10"
"310011","CAPE REGIONAL MEDICAL CENTER INC","TWO STONE HARBOR BLVD","Cape May Court House","NJ","08210","CAPE MAY","0.98384","1 out of 10","0 out of 9","1 out of 10"
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","South Miami","FL","33143","DADE","1.04865","0 out of 10","1 out of 9","1 out of 10"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","Coral Gables","FL","33134","DADE","1.10139","0 out of 10","0 out of 9","0 out of 10"
"260062","SAINT LUKES NORTHLAND HOSPITAL","5830 N W BARRY ROAD","Kansas City","MO","64154","PLATTE","0.99048","0 out of 10","0 out of 9","0 out of 10"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","Williamston","NC","27892","MARTIN","0.85245","8 out of 10","7 out of 9","8 out of 10"
"150069","KING'S DAUGHTERS' HEALTH","1373 EAST SR 62","Madison","IN","47250","JEFFERSON","0.96136","2 out of 10","0 out of 9","2 out of 10"
"230066","MERCY HEALTH HACKLEY CAMPUS","1700 CLINTON STREET","Muskegon","MI","49443","MUSKEGON","1.01156","0 out of 10","0 out of 9","0 out of 10"
"100057","FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","Tavares","FL","32778","LAKE","1.01068","0 out of 10","0 out of 9","0 out of 10"
"110125","FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BOULEVARD","Dublin","GA","31021","LAURENS","0.92156","4 out of 10","2 out of 9","4 out of 10"
"050414","MERCY HOSPITAL OF FOLSOM","1650 CREEKSIDE DRIVE","Folsom","CA","95630","SACRAMENTO","0.85959","8 out of 10","6 out of 9","8 out of 10"
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","Brooklyn","NY","11213","KINGS","0.94363","3 out of 10","0 out of 9","3 out of 10"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","Hendersonville","NC","28791","HENDERSON","0.94857","3 out of 10","1 out of 9","3 out of 10"
"370040","EASTERN OKLAHOMA MEDICAL CENTER","105 WALL STREET","Poteau","OK","74953","LE FLORE","0.98727","0 out of 10","0 out of 9","0 out of 10"
"190039","WEST JEFFERSON MEDICAL CENTER","1101 MEDICAL CENTER BLVD","Marrero","LA","70072","JEFFERSON","1.03881","0 out of 10","1 out of 9","1 out of 10"
