"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"NH","Biopsies of musculoskeletal system and connective tissue w CC","31","","10/01/2013","09/30/2014"
"NJ","Biopsies of musculoskeletal system and connective tissue w CC","215","","10/01/2013","09/30/2014"
"NM","Biopsies of musculoskeletal system and connective tissue w CC","33","","10/01/2013","09/30/2014"
"NV","Biopsies of musculoskeletal system and connective tissue w CC","36","","10/01/2013","09/30/2014"
"NY","Biopsies of musculoskeletal system and connective tissue w CC","482","","10/01/2013","09/30/2014"
"OH","Biopsies of musculoskeletal system and connective tissue w CC","301","","10/01/2013","09/30/2014"
"OK","Biopsies of musculoskeletal system and connective tissue w CC","81","","10/01/2013","09/30/2014"
"OR","Biopsies of musculoskeletal system and connective tissue w CC","45","","10/01/2013","09/30/2014"
"PA","Biopsies of musculoskeletal system and connective tissue w CC","306","","10/01/2013","09/30/2014"
"PR","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Biopsies of musculoskeletal system and connective tissue w CC","11","","10/01/2013","09/30/2014"
"SC","Biopsies of musculoskeletal system and connective tissue w CC","88","","10/01/2013","09/30/2014"
"SD","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2013","09/30/2014"
"TN","Biopsies of musculoskeletal system and connective tissue w CC","196","","10/01/2013","09/30/2014"
"TX","Biopsies of musculoskeletal system and connective tissue w CC","612","","10/01/2013","09/30/2014"
"UT","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2013","09/30/2014"
"VA","Biopsies of musculoskeletal system and connective tissue w CC","238","","10/01/2013","09/30/2014"
"VT","Biopsies of musculoskeletal system and connective tissue w CC","11","","10/01/2013","09/30/2014"
"WA","Biopsies of musculoskeletal system and connective tissue w CC","79","","10/01/2013","09/30/2014"
"WI","Biopsies of musculoskeletal system and connective tissue w CC","77","","10/01/2013","09/30/2014"
"WV","Biopsies of musculoskeletal system and connective tissue w CC","56","","10/01/2013","09/30/2014"
"WY","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AK","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Other musculoskelet sys and conn tiss O.R. proc w MCC","74","","10/01/2013","09/30/2014"
"AR","Other musculoskelet sys and conn tiss O.R. proc w MCC","62","","10/01/2013","09/30/2014"
"AZ","Other musculoskelet sys and conn tiss O.R. proc w MCC","74","","10/01/2013","09/30/2014"
"CA","Other musculoskelet sys and conn tiss O.R. proc w MCC","298","","10/01/2013","09/30/2014"
"CO","Other musculoskelet sys and conn tiss O.R. proc w MCC","51","","10/01/2013","09/30/2014"
"CT","Other musculoskelet sys and conn tiss O.R. proc w MCC","47","","10/01/2013","09/30/2014"
"DC","Other musculoskelet sys and conn tiss O.R. proc w MCC","14","","10/01/2013","09/30/2014"
"DE","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"FL","Other musculoskelet sys and conn tiss O.R. proc w MCC","275","","10/01/2013","09/30/2014"
"GA","Other musculoskelet sys and conn tiss O.R. proc w MCC","84","","10/01/2013","09/30/2014"
"HI","Other musculoskelet sys and conn tiss O.R. proc w MCC","15","","10/01/2013","09/30/2014"
"IA","Other musculoskelet sys and conn tiss O.R. proc w MCC","45","","10/01/2013","09/30/2014"
"ID","Other musculoskelet sys and conn tiss O.R. proc w MCC","20","","10/01/2013","09/30/2014"
"IL","Other musculoskelet sys and conn tiss O.R. proc w MCC","219","","10/01/2013","09/30/2014"
"IN","Other musculoskelet sys and conn tiss O.R. proc w MCC","97","","10/01/2013","09/30/2014"
"KS","Other musculoskelet sys and conn tiss O.R. proc w MCC","79","","10/01/2013","09/30/2014"
"KY","Other musculoskelet sys and conn tiss O.R. proc w MCC","66","","10/01/2013","09/30/2014"
"LA","Other musculoskelet sys and conn tiss O.R. proc w MCC","59","","10/01/2013","09/30/2014"
"MA","Other musculoskelet sys and conn tiss O.R. proc w MCC","81","","10/01/2013","09/30/2014"
"MD","Other musculoskelet sys and conn tiss O.R. proc w MCC","66","","10/01/2013","09/30/2014"
"ME","Other musculoskelet sys and conn tiss O.R. proc w MCC","23","","10/01/2013","09/30/2014"
"MI","Other musculoskelet sys and conn tiss O.R. proc w MCC","187","","10/01/2013","09/30/2014"
"MN","Other musculoskelet sys and conn tiss O.R. proc w MCC","54","","10/01/2013","09/30/2014"
"MO","Other musculoskelet sys and conn tiss O.R. proc w MCC","114","","10/01/2013","09/30/2014"
"MS","Other musculoskelet sys and conn tiss O.R. proc w MCC","28","","10/01/2013","09/30/2014"
"MT","Other musculoskelet sys and conn tiss O.R. proc w MCC","12","","10/01/2013","09/30/2014"
"NC","Other musculoskelet sys and conn tiss O.R. proc w MCC","147","","10/01/2013","09/30/2014"
"ND","Other musculoskelet sys and conn tiss O.R. proc w MCC","23","","10/01/2013","09/30/2014"
"NE","Other musculoskelet sys and conn tiss O.R. proc w MCC","39","","10/01/2013","09/30/2014"
"NH","Other musculoskelet sys and conn tiss O.R. proc w MCC","13","","10/01/2013","09/30/2014"
"NJ","Other musculoskelet sys and conn tiss O.R. proc w MCC","88","","10/01/2013","09/30/2014"
"NM","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NV","Other musculoskelet sys and conn tiss O.R. proc w MCC","44","","10/01/2013","09/30/2014"
"NY","Other musculoskelet sys and conn tiss O.R. proc w MCC","140","","10/01/2013","09/30/2014"
"OH","Other musculoskelet sys and conn tiss O.R. proc w MCC","158","","10/01/2013","09/30/2014"
"OK","Other musculoskelet sys and conn tiss O.R. proc w MCC","60","","10/01/2013","09/30/2014"
"OR","Other musculoskelet sys and conn tiss O.R. proc w MCC","24","","10/01/2013","09/30/2014"
"PA","Other musculoskelet sys and conn tiss O.R. proc w MCC","141","","10/01/2013","09/30/2014"
"PR","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Other musculoskelet sys and conn tiss O.R. proc w MCC","15","","10/01/2013","09/30/2014"
"SC","Other musculoskelet sys and conn tiss O.R. proc w MCC","52","","10/01/2013","09/30/2014"
"SD","Other musculoskelet sys and conn tiss O.R. proc w MCC","11","","10/01/2013","09/30/2014"
"TN","Other musculoskelet sys and conn tiss O.R. proc w MCC","100","","10/01/2013","09/30/2014"
"TX","Other musculoskelet sys and conn tiss O.R. proc w MCC","349","","10/01/2013","09/30/2014"
"UT","Other musculoskelet sys and conn tiss O.R. proc w MCC","19","","10/01/2013","09/30/2014"
"VA","Other musculoskelet sys and conn tiss O.R. proc w MCC","130","","10/01/2013","09/30/2014"
"VT","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"WA","Other musculoskelet sys and conn tiss O.R. proc w MCC","60","","10/01/2013","09/30/2014"
"WI","Other musculoskelet sys and conn tiss O.R. proc w MCC","67","","10/01/2013","09/30/2014"
"WV","Other musculoskelet sys and conn tiss O.R. proc w MCC","20","","10/01/2013","09/30/2014"
"AK","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Kidney and ureter procedures for neoplasm w/o CC/MCC","152","","10/01/2013","09/30/2014"
"AR","Kidney and ureter procedures for neoplasm w/o CC/MCC","94","","10/01/2013","09/30/2014"
"AZ","Kidney and ureter procedures for neoplasm w/o CC/MCC","112","","10/01/2013","09/30/2014"
"CA","Kidney and ureter procedures for neoplasm w/o CC/MCC","492","","10/01/2013","09/30/2014"
"CO","Kidney and ureter procedures for neoplasm w/o CC/MCC","65","","10/01/2013","09/30/2014"
"CT","Kidney and ureter procedures for neoplasm w/o CC/MCC","80","","10/01/2013","09/30/2014"
"DC","Kidney and ureter procedures for neoplasm w/o CC/MCC","60","","10/01/2013","09/30/2014"
"DE","Kidney and ureter procedures for neoplasm w/o CC/MCC","31","","10/01/2013","09/30/2014"
"FL","Kidney and ureter procedures for neoplasm w/o CC/MCC","464","","10/01/2013","09/30/2014"
"GA","Kidney and ureter procedures for neoplasm w/o CC/MCC","211","","10/01/2013","09/30/2014"
"GU","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"HI","Kidney and ureter procedures for neoplasm w/o CC/MCC","14","","10/01/2013","09/30/2014"
"IA","Kidney and ureter procedures for neoplasm w/o CC/MCC","62","","10/01/2013","09/30/2014"
"ID","Kidney and ureter procedures for neoplasm w/o CC/MCC","35","","10/01/2013","09/30/2014"
"IL","Kidney and ureter procedures for neoplasm w/o CC/MCC","283","","10/01/2013","09/30/2014"
"IN","Kidney and ureter procedures for neoplasm w/o CC/MCC","175","","10/01/2013","09/30/2014"
"KS","Kidney and ureter procedures for neoplasm w/o CC/MCC","83","","10/01/2013","09/30/2014"
"KY","Kidney and ureter procedures for neoplasm w/o CC/MCC","127","","10/01/2013","09/30/2014"
"LA","Kidney and ureter procedures for neoplasm w/o CC/MCC","118","","10/01/2013","09/30/2014"
"MA","Kidney and ureter procedures for neoplasm w/o CC/MCC","221","","10/01/2013","09/30/2014"
"MD","Kidney and ureter procedures for neoplasm w/o CC/MCC","156","","10/01/2013","09/30/2014"
"ME","Kidney and ureter procedures for neoplasm w/o CC/MCC","47","","10/01/2013","09/30/2014"
"MI","Kidney and ureter procedures for neoplasm w/o CC/MCC","254","","10/01/2013","09/30/2014"
"MN","Kidney and ureter procedures for neoplasm w/o CC/MCC","97","","10/01/2013","09/30/2014"
"MO","Kidney and ureter procedures for neoplasm w/o CC/MCC","195","","10/01/2013","09/30/2014"
"MS","Kidney and ureter procedures for neoplasm w/o CC/MCC","89","","10/01/2013","09/30/2014"
"MT","Kidney and ureter procedures for neoplasm w/o CC/MCC","33","","10/01/2013","09/30/2014"
"NC","Kidney and ureter procedures for neoplasm w/o CC/MCC","256","","10/01/2013","09/30/2014"
"ND","Kidney and ureter procedures for neoplasm w/o CC/MCC","27","","10/01/2013","09/30/2014"
"NE","Kidney and ureter procedures for neoplasm w/o CC/MCC","41","","10/01/2013","09/30/2014"
"NH","Kidney and ureter procedures for neoplasm w/o CC/MCC","30","","10/01/2013","09/30/2014"
"NJ","Kidney and ureter procedures for neoplasm w/o CC/MCC","190","","10/01/2013","09/30/2014"
"NM","Kidney and ureter procedures for neoplasm w/o CC/MCC","31","","10/01/2013","09/30/2014"
"NV","Kidney and ureter procedures for neoplasm w/o CC/MCC","37","","10/01/2013","09/30/2014"
"NY","Kidney and ureter procedures for neoplasm w/o CC/MCC","486","","10/01/2013","09/30/2014"
"OH","Kidney and ureter procedures for neoplasm w/o CC/MCC","209","","10/01/2013","09/30/2014"
"OK","Kidney and ureter procedures for neoplasm w/o CC/MCC","109","","10/01/2013","09/30/2014"
"OR","Kidney and ureter procedures for neoplasm w/o CC/MCC","77","","10/01/2013","09/30/2014"
"PA","Kidney and ureter procedures for neoplasm w/o CC/MCC","285","","10/01/2013","09/30/2014"
"PR","Kidney and ureter procedures for neoplasm w/o CC/MCC","12","","10/01/2013","09/30/2014"
"RI","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"SC","Kidney and ureter procedures for neoplasm w/o CC/MCC","136","","10/01/2013","09/30/2014"
"SD","Kidney and ureter procedures for neoplasm w/o CC/MCC","25","","10/01/2013","09/30/2014"
"TN","Kidney and ureter procedures for neoplasm w/o CC/MCC","246","","10/01/2013","09/30/2014"
"TX","Kidney and ureter procedures for neoplasm w/o CC/MCC","601","","10/01/2013","09/30/2014"
"UT","Kidney and ureter procedures for neoplasm w/o CC/MCC","42","","10/01/2013","09/30/2014"
"VA","Kidney and ureter procedures for neoplasm w/o CC/MCC","211","","10/01/2013","09/30/2014"
"VI","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Kidney and ureter procedures for neoplasm w/o CC/MCC","12","","10/01/2013","09/30/2014"
"WA","Kidney and ureter procedures for neoplasm w/o CC/MCC","138","","10/01/2013","09/30/2014"
"WI","Kidney and ureter procedures for neoplasm w/o CC/MCC","133","","10/01/2013","09/30/2014"
"WV","Kidney and ureter procedures for neoplasm w/o CC/MCC","44","","10/01/2013","09/30/2014"
"WY","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AK","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Kidney and ureter procedures for neoplasm w MCC","67","","10/01/2013","09/30/2014"
"AR","Kidney and ureter procedures for neoplasm w MCC","42","","10/01/2013","09/30/2014"
"AZ","Kidney and ureter procedures for neoplasm w MCC","61","","10/01/2013","09/30/2014"
"CA","Kidney and ureter procedures for neoplasm w MCC","245","","10/01/2013","09/30/2014"
"CO","Kidney and ureter procedures for neoplasm w MCC","27","","10/01/2013","09/30/2014"
"CT","Kidney and ureter procedures for neoplasm w MCC","36","","10/01/2013","09/30/2014"
"DC","Kidney and ureter procedures for neoplasm w MCC","18","","10/01/2013","09/30/2014"
"DE","Kidney and ureter procedures for neoplasm w MCC","14","","10/01/2013","09/30/2014"
"FL","Kidney and ureter procedures for neoplasm w MCC","253","","10/01/2013","09/30/2014"
"GA","Kidney and ureter procedures for neoplasm w MCC","95","","10/01/2013","09/30/2014"
"GU","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"HI","Kidney and ureter procedures for neoplasm w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
