Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","Longview","TX","75601","GREGG","0.86436","10 out of 10","9 out of 9","10 out of 10","0.88312","1 out of 10","0 out of 9","1 out of 10","0.86604","0 out of 10","0 out of 9","0 out of 10","0.40670","10 out of 10","0 out of 9","10 out of 10","1.306","0 out of 10","0 out of 9","0 out of 10"
"450039","JPS HEALTH NETWORK","1500 S MAIN ST","Fort Worth","TX","76104","TARRANT","0.84209","Not Available","Not Available","Not Available","0.88391","Not Available","Not Available","Not Available","0.86618","0 out of 10","Not Available","0 out of 10","0.57079","3 out of 10","8 out of 9","8 out of 10","0.952","0 out of 10","0 out of 9","0 out of 10"
"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","Lubbock","TX","79410","LUBBOCK","0.88952","10 out of 10","9 out of 9","10 out of 10","0.89882","9 out of 10","9 out of 9","9 out of 10","0.89547","6 out of 10","5 out of 9","6 out of 10","0.51707","6 out of 10","6 out of 9","6 out of 10","0.346","2 out of 10","0 out of 9","2 out of 10"
"450042","PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY","Waco","TX","76712","MCLENNAN","0.85310","4 out of 10","1 out of 9","4 out of 10","0.87281","0 out of 10","0 out of 9","0 out of 10","0.88745","3 out of 10","7 out of 9","7 out of 10","0.52369","6 out of 10","7 out of 9","7 out of 10","0.414","1 out of 10","7 out of 9","7 out of 10"
"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL","5909 HARRY HINES BLVD","Dallas","TX","75235","DALLAS","0.86171","Not Available","Not Available","Not Available","0.89657","8 out of 10","3 out of 9","8 out of 10","0.88216","0 out of 10","0 out of 9","0 out of 10","0.56150","3 out of 10","7 out of 9","7 out of 10","0.670","0 out of 10","2 out of 9","2 out of 10"
"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","Corpus Christi","TX","78405","NUECES","0.86317","10 out of 10","9 out of 9","10 out of 10","0.90382","10 out of 10","9 out of 9","10 out of 10","0.88118","0 out of 10","0 out of 9","0 out of 10","0.40023","10 out of 10","9 out of 9","10 out of 10","1.778","0 out of 10","0 out of 9","0 out of 10"
"450051","METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE","Dallas","TX","75203","DALLAS","0.84014","0 out of 10","0 out of 9","0 out of 10","0.87993","0 out of 10","0 out of 9","0 out of 10","0.90364","9 out of 10","9 out of 9","9 out of 10","0.31159","10 out of 10","9 out of 9","10 out of 10","0.574","0 out of 10","1 out of 9","1 out of 10"
"450054","SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST","Temple","TX","76508","BELL","0.86782","10 out of 10","9 out of 9","10 out of 10","0.88436","2 out of 10","0 out of 9","2 out of 10","0.90724","10 out of 10","9 out of 9","10 out of 10","0.28990","10 out of 10","9 out of 9","10 out of 10","1.051","0 out of 10","0 out of 9","0 out of 10"
"450055","ROLLING PLAINS MEMORIAL HOSPITAL","200 E ARIZONA","Sweetwater","TX","79556","NOLAN","0.85261","Not Available","Not Available","Not Available","0.88774","3 out of 10","Not Available","3 out of 10","0.89623","6 out of 10","7 out of 9","7 out of 10","0.48034","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","Austin","TX","78705","TRAVIS","0.83683","0 out of 10","0 out of 9","0 out of 10","0.85226","0 out of 10","0 out of 9","0 out of 10","0.86273","0 out of 10","0 out of 9","0 out of 10","0.47732","8 out of 10","7 out of 9","8 out of 10","0.799","0 out of 10","0 out of 9","0 out of 10"
"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","San Antonio","TX","78205","BEXAR","0.82709","0 out of 10","0 out of 9","0 out of 10","0.89357","6 out of 10","0 out of 9","6 out of 10","0.89446","5 out of 10","0 out of 9","5 out of 10","0.37876","10 out of 10","9 out of 9","10 out of 10","0.551","0 out of 10","2 out of 9","2 out of 10"
"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","Arlington","TX","76012","TARRANT","0.85127","Not Available","Not Available","Not Available","0.87832","0 out of 10","0 out of 9","0 out of 10","0.89401","5 out of 10","3 out of 9","5 out of 10","0.42792","10 out of 10","9 out of 9","10 out of 10","0.167","6 out of 10","0 out of 9","6 out of 10"
"450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN","Houston","TX","77030","HARRIS","0.83047","0 out of 10","0 out of 9","0 out of 10","0.88105","0 out of 10","4 out of 9","4 out of 10","0.89472","6 out of 10","4 out of 9","6 out of 10","0.40312","10 out of 10","9 out of 9","10 out of 10","0.396","1 out of 10","2 out of 9","2 out of 10"
"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","Lake Jackson","TX","77566","BRAZORIA","0.85903","Not Available","Not Available","Not Available","0.87469","0 out of 10","0 out of 9","0 out of 10","0.87871","0 out of 10","0 out of 9","0 out of 10","0.42263","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","Irving","TX","75061","DALLAS","0.83845","0 out of 10","0 out of 9","0 out of 10","0.87446","0 out of 10","0 out of 9","0 out of 10","0.90059","8 out of 10","7 out of 9","8 out of 10","0.46562","9 out of 10","9 out of 9","9 out of 10","1.460","0 out of 10","0 out of 9","0 out of 10"
"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","Mount Pleasant","TX","75455","TITUS","0.85965","Not Available","Not Available","Not Available","0.86434","0 out of 10","0 out of 9","0 out of 10","0.86318","0 out of 10","0 out of 9","0 out of 10","0.40834","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450082","CHRISTUS SPOHN HOSPITAL BEEVILLE","1500 E HOUSTON HWY","Beeville","TX","78102","BEE","0.84846","Not Available","Not Available","Not Available","0.87693","0 out of 10","0 out of 9","0 out of 10","0.89935","7 out of 10","8 out of 9","8 out of 10","0.47772","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","Tyler","TX","75701","SMITH","0.83111","0 out of 10","0 out of 9","0 out of 10","0.90187","10 out of 10","9 out of 9","10 out of 10","0.89226","5 out of 10","6 out of 9","6 out of 10","0.26824","10 out of 10","9 out of 9","10 out of 10","1.145","0 out of 10","0 out of 9","0 out of 10"
"450085","GRAHAM REGIONAL MEDICAL CENTER","1301 MONTGOMERY ROAD","Graham","TX","76450","YOUNG","0.84891","Not Available","Not Available","Not Available","0.87243","0 out of 10","Not Available","0 out of 10","0.87696","0 out of 10","0 out of 9","0 out of 10","0.47138","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"450087","NORTH HILLS HOSPITAL","4401 BOOTH CALLOWAY ROAD","North Richland Hills","TX","76180","TARRANT","0.86322","10 out of 10","9 out of 9","10 out of 10","0.88468","2 out of 10","0 out of 9","2 out of 10","0.88464","1 out of 10","0 out of 9","1 out of 10","0.58765","2 out of 10","5 out of 9","5 out of 10","0.607","0 out of 10","5 out of 9","5 out of 10"
"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","Gainesville","TX","76240","COOKE","0.85946","Not Available","Not Available","Not Available","0.87649","Not Available","Not Available","Not Available","0.89161","Not Available","Not Available","Not Available","0.46928","8 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"450092","FORT DUNCAN MEDICAL CENTER","3333 N FOSTER MALDONADO BLVD","Eagle Pass","TX","78852","MAVERICK","0.85109","Not Available","Not Available","Not Available","0.89755","8 out of 10","5 out of 9","8 out of 10","0.88207","0 out of 10","0 out of 9","0 out of 10","0.60073","1 out of 10","0 out of 9","1 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"450097","BAYSHORE MEDICAL CENTER","4000 SPENCER HWY","Pasadena","TX","77504","HARRIS","0.84975","2 out of 10","5 out of 9","5 out of 10","0.88092","0 out of 10","0 out of 9","0 out of 10","0.87717","0 out of 10","0 out of 9","0 out of 10","0.34731","10 out of 10","9 out of 9","10 out of 10","1.003","0 out of 10","0 out of 9","0 out of 10"
"450099","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA","Pampa","TX","79065","GRAY","0.85934","Not Available","Not Available","Not Available","0.88130","0 out of 10","0 out of 9","0 out of 10","0.89727","7 out of 10","6 out of 9","7 out of 10","0.44655","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450101","HILLCREST BAPTIST MEDICAL CENTER","100 HILLCREST MEDICAL BLVD","Waco","TX","76712","MCLENNAN","0.85814","7 out of 10","7 out of 9","7 out of 10","0.88654","3 out of 10","3 out of 9","3 out of 10","0.89645","6 out of 10","7 out of 9","7 out of 10","0.57608","3 out of 10","1 out of 9","3 out of 10","0.254","4 out of 10","0 out of 9","4 out of 10"
"450102","MOTHER FRANCES HOSPITAL","800 EAST DAWSON","Tyler","TX","75701","SMITH","0.83955","0 out of 10","0 out of 9","0 out of 10","0.87546","0 out of 10","0 out of 9","0 out of 10","0.87827","0 out of 10","0 out of 9","0 out of 10","0.36732","10 out of 10","9 out of 9","10 out of 10","0.074","8 out of 10","8 out of 9","8 out of 10"
"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","Seguin","TX","78155","GUADALUPE","0.85169","Not Available","Not Available","Not Available","0.87321","0 out of 10","0 out of 9","0 out of 10","0.87289","0 out of 10","0 out of 9","0 out of 10","0.41947","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450107","LAS PALMAS MEDICAL CENTER","1801 NORTH OREGON STREET","El Paso","TX","79902","EL PASO","0.85357","4 out of 10","7 out of 9","7 out of 10","0.87293","0 out of 10","0 out of 9","0 out of 10","0.88562","2 out of 10","1 out of 9","2 out of 10","0.51501","6 out of 10","5 out of 9","6 out of 10","0.200","5 out of 10","4 out of 9","5 out of 10"
"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","Floresville","TX","78114","WILSON","0.85871","Not Available","Not Available","Not Available","0.87807","Not Available","Not Available","Not Available","0.86537","0 out of 10","0 out of 9","0 out of 10","0.49026","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"450119","SOUTH TEXAS HEALTH SYSTEM","1102 W TRENTON ROAD","Edinburg","TX","78539","HIDALGO","0.86143","9 out of 10","9 out of 9","9 out of 10","0.89185","5 out of 10","3 out of 9","5 out of 10","0.88773","3 out of 10","0 out of 9","3 out of 10","0.36886","10 out of 10","9 out of 9","10 out of 10","0.174","6 out of 10","6 out of 9","6 out of 10"
"450124","UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE","601 E 15TH STREET","Austin","TX","78701","TRAVIS","0.85159","Not Available","Not Available","Not Available","0.87629","Not Available","Not Available","Not Available","0.87965","Not Available","Not Available","Not Available","0.71298","0 out of 10","2 out of 9","2 out of 10","0.824","0 out of 10","4 out of 9","4 out of 10"
"450128","KNAPP MEDICAL CENTER","1401 EAST EIGHT STREET","Weslaco","TX","78596","HIDALGO","0.84220","0 out of 10","2 out of 9","2 out of 10","0.88028","0 out of 10","1 out of 9","1 out of 10","0.90010","8 out of 10","0 out of 9","8 out of 10","0.42025","10 out of 10","9 out of 9","10 out of 10","0.532","0 out of 10","0 out of 9","0 out of 10"
"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","San Antonio","TX","78205","BEXAR","0.86108","Not Available","Not Available","Not Available","0.87395","0 out of 10","0 out of 9","0 out of 10","0.89990","8 out of 10","5 out of 9","8 out of 10","0.61461","1 out of 10","0 out of 9","1 out of 10","3.462","0 out of 10","0 out of 9","0 out of 10"
"450132","MEDICAL CENTER HOSPITAL","500 W 4TH STREET","Odessa","TX","797607239","ECTOR","0.84724","0 out of 10","4 out of 9","4 out of 10","0.87749","0 out of 10","5 out of 9","5 out of 10","0.88781","3 out of 10","5 out of 9","5 out of 10","0.36340","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"450133","MIDLAND MEMORIAL HOSPITAL","400 ROSALIND REDFERN GROVER PARKWAY","Midland","TX","79701","MIDLAND","0.85088","3 out of 10","4 out of 9","4 out of 10","0.87869","0 out of 10","0 out of 9","0 out of 10","0.88455","1 out of 10","4 out of 9","4 out of 10","0.43741","10 out of 10","9 out of 9","10 out of 10","0.184","6 out of 10","7 out of 9","7 out of 10"
"450135","TEXAS HEALTH HARRIS METHODIST FORT WORTH","1301 PENNSYLVANIA AVENUE","Fort Worth","TX","76104","TARRANT","0.83221","0 out of 10","0 out of 9","0 out of 10","0.86423","0 out of 10","0 out of 9","0 out of 10","0.87441","0 out of 10","0 out of 9","0 out of 10","0.40736","10 out of 10","9 out of 9","10 out of 10","0.322","3 out of 10","0 out of 9","3 out of 10"
"450137","BAYLOR ALL SAINTS MEDICAL CENTER AT FW","1400 EIGHTH AVE","Fort Worth","TX","76104","TARRANT","0.85963","8 out of 10","8 out of 9","8 out of 10","0.88846","4 out of 10","3 out of 9","4 out of 10","0.91405","10 out of 10","9 out of 9","10 out of 10","0.59997","1 out of 10","0 out of 9","1 out of 10","0.878","0 out of 10","0 out of 9","0 out of 10"
"450144","PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO","720 HOSPITAL DRIVE","Andrews","TX","79714","ANDREWS","Not Available","Not Available","Not Available","Not Available","0.88238","Not Available","Not Available","Not Available","0.87394","Not Available","Not Available","Not Available","0.49706","7 out of 10","6 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"450147","DETAR HOSPITAL NAVARRO","506 E SAN ANTONIO ST","Victoria","TX","77902","VICTORIA","0.83770","0 out of 10","0 out of 9","0 out of 10","0.88203","1 out of 10","0 out of 9","1 out of 10","0.89496","6 out of 10","0 out of 9","6 out of 10","0.38702","10 out of 10","9 out of 9","10 out of 10","0.670","0 out of 10","6 out of 9","6 out of 10"
"450148","TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE","201 WALLS DRIVE","Cleburne","TX","76031","JOHNSON","0.84693","Not Available","Not Available","Not Available","0.88684","3 out of 10","5 out of 9","5 out of 10","0.89295","5 out of 10","0 out of 9","5 out of 10","0.68329","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"450152","METROPLEX HOSPITAL","2201 S CLEAR CREEK ROAD","Killeen","TX","76542","BELL","0.86048","Not Available","Not Available","Not Available","0.87807","0 out of 10","0 out of 9","0 out of 10","0.90775","10 out of 10","9 out of 9","10 out of 10","0.63433","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"450154","VAL VERDE REGIONAL MEDICAL CENTER","801 BEDELL AVE","Del Rio","TX","78840","VAL VERDE","0.84094","Not Available","Not Available","Not Available","0.89685","8 out of 10","7 out of 9","8 out of 10","0.86805","0 out of 10","0 out of 9","0 out of 10","0.41315","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450155","HEREFORD REGIONAL MEDICAL CENTER","801 EAST THIRD","Hereford","TX","79045","DEAF SMITH","0.85599","Not Available","Not Available","Not Available","0.87962","Not Available","Not Available","Not Available","0.89222","Not Available","Not Available","Not Available","0.49708","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"450162","GRACE MEDICAL CENTER","2412 50TH ST","Lubbock","TX","79412","LUBBOCK","Not Available","Not Available","Not Available","Not Available","0.88013","Not Available","Not Available","Not Available","0.88930","Not Available","Not Available","Not Available","0.41627","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450163","CHRISTUS SPOHN HOSPITAL KLEBERG","1311 EAST GENERAL CAVAZOS BLVD","Kingsville","TX","78363","KLEBERG","0.85669","Not Available","Not Available","Not Available","0.89466","7 out of 10","0 out of 9","7 out of 10","0.89537","6 out of 10","5 out of 9","6 out of 10","0.49041","7 out of 10","5 out of 9","7 out of 10","0.853","0 out of 10","Not Available","0 out of 10"
"450165","SOUTH TEXAS REGIONAL MEDICAL CENTER","1905 HWY 97 EAST","Jourdanton","TX","78026","ATASCOSA","0.85823","Not Available","Not Available","Not Available","0.88588","Not Available","Not Available","Not Available","0.87939","0 out of 10","0 out of 9","0 out of 10","0.44048","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"450176","MISSION REGIONAL MEDICAL CENTER","900 SOUTH BRYAN ROAD","Mission","TX","78572","HIDALGO","0.85678","6 out of 10","4 out of 9","6 out of 10","0.89193","5 out of 10","0 out of 9","5 out of 10","0.91162","10 out of 10","9 out of 9","10 out of 10","0.63506","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"450177","UVALDE MEMORIAL HOSPITAL","1025 GARNER FIELD ROAD","Uvalde","TX","78801","UVALDE","0.85536","Not Available","Not Available","Not Available","0.88398","Not Available","Not Available","Not Available","0.89053","4 out of 10","7 out of 9","7 out of 10","0.46505","9 out of 10","8 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"450178","PECOS COUNTY MEMORIAL HOSPITAL","387 WEST I 10","Fort Stockton","TX","79735","PECOS","0.85099","Not Available","Not Available","Not Available","0.87426","Not Available","Not Available","Not Available","0.89358","Not Available","Not Available","Not Available","0.48677","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
